id,channel,message,created_at,is_valid_trade,parameters,processed_at,failed_at,exception
384,ICT OFFICIAL ACADEMY,"GOOD MORNING TRADERS!!

Embrace the new day with a smile on your face. Happy Trading!!

Unmute & Pin This Channel",2024-10-24 09:38:34,0,,,,Expecting value: line 1 column 1 (char 0)
385,ICT OFFICIAL ACADEMY,"https://www.tradingview.com/x/p1bSZySA/
EURCAD BUY NOW 1.49123
SL 1.48720
TP 1.50950",2024-10-24 09:38:37,1,"{""symbol"": ""EURCAD"", ""signal"": ""buy"", ""price"": ""1.49123"", ""stopLoss"": ""1.48720"", ""takeProfit"": ""1.50950""}",,2024-10-24 09:38:40,
386,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 09:38:48,0,,,,Expecting value: line 1 column 1 (char 0)
387,VANTAGE FOREX SIGNALS OFFICIAL,"Good morning Thursday 😎

Standby first, let king  monitor today's pair what we can rob okay 

On notification & Pin this channel 🔝",2024-10-24 09:38:51,0,,,2024-10-24 09:38:53,Expecting value: line 1 column 1 (char 0)
388,VANTAGE FOREX SIGNALS OFFICIAL,"Most of the signals today will be in Vip section 
Join #Vip pin and unmute 

$100 lifetime promo 

Lets start the day with more USD okay? Tap tap 🔥 if you guys are ready.

https://wa.me/message/W6HXT7VWR3U2C1",2024-10-24 09:38:53,0,,,,Expecting value: line 1 column 1 (char 0)
389,VANTAGE FOREX SIGNALS OFFICIAL,"Most of the signals today will be in Vip section 
Join #Vip pin and unmute 

$100 lifetime promo 

Lets start the day with more USD okay? Tap tap 🔥 if you guys are ready.

https://wa.me/message/W6HXT7VWR3U2C1",2024-10-24 09:39:34,0,,,2024-10-24 09:39:37,Expecting value: line 1 column 1 (char 0)
390,ICT OFFICIAL ACADEMY,"https://www.tradingview.com/x/p1bSZySA/
EURCAD BUY NOW 1.49123
SL 1.48720
TP 1.50950",2024-10-24 09:41:02,1,"{""symbol"": ""EURCAD"", ""signal"": ""BUY"", ""price"": null, ""stopLoss"": 1.4872, ""takeProfit"": 1.5095}",,2024-10-24 09:41:05,
391,ICT OFFICIAL ACADEMY,"https://www.tradingview.com/x/JozoT9Cq/
EURUSD BUY 1.07897
SL 1.07570
TP 1.09400",2024-10-24 09:51:39,1,"{""symbol"": ""EURUSD"", ""signal"": ""buy"", ""price"": ""1.07897"", ""stopLoss"": ""1.07570"", ""takeProfit"": ""1.09400""}",,2024-10-24 09:51:44,
392,ICT OFFICIAL ACADEMY,"https://www.tradingview.com/x/JozoT9Cq/
EURUSD BUY 1.07897
SL 1.07570
TP 1.09400",2024-10-24 09:53:34,1,"{""symbol"": ""EURUSD"", ""signal"": ""buy"", ""price"": ""1.07897"", ""stopLoss"": ""1.07570"", ""takeProfit"": ""1.09400""}",,2024-10-24 09:53:37,
393,ICT OFFICIAL ACADEMY,"https://www.tradingview.com/x/EgOik5o9/
130+pips running use breakeven",2024-10-24 09:59:35,0,,,,Expecting value: line 1 column 1 (char 0)
394,ICT OFFICIAL ACADEMY,"https://www.tradingview.com/x/bDimFHbr/
XAUUSD BUY NOW 2716
SL 2700
TP 2770",2024-10-24 09:59:41,1,"{""symbol"": ""XAUUSD"", ""signal"": ""BUY"", ""price"": null, ""stopLoss"": 2700, ""takeProfit"": 2770}",,2024-10-24 09:59:43,
395,Market Makers FX📈,"We thought of everything when trading Gold📈

✅The Ultimate Gold-Trading-System
✅High Volume Signals
✅Cusyomisable Features
✅On-Time Alerts

Grab your Free Trading System today!

*Limited Time Only

DM our admin now👉 @MMFX_AD",2024-10-24 10:11:00,1,"{""symbol"": ""XAUUSD"", ""signal"": null, ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,2024-10-24 10:11:05,
396,ICT OFFICIAL ACADEMY,"https://www.tradingview.com/x/bDimFHbr/
XAUUSD BUY NOW 2716
SL 2700
TP 2770",2024-10-24 10:11:07,1,"{""symbol"": ""XAUUSD"", ""signal"": ""BUY"", ""price"": null, ""stopLoss"": 2700, ""takeProfit"": 2770}",,,
397,ICT OFFICIAL ACADEMY,"https://www.tradingview.com/x/EgOik5o9/
130+pips running use breakeven",2024-10-24 10:11:09,0,,,2024-10-24 10:11:13,Expecting value: line 1 column 1 (char 0)
398,Market Makers FX📈,"We thought of everything when trading Gold📈

✅The Ultimate Gold-Trading-System
✅High Volume Signals
✅Cusyomisable Features
✅On-Time Alerts

Grab your Free Trading System today!

*Limited Time Only

DM our admin now👉 @MMFX_AD",2024-10-24 10:11:35,1,"{""symbol"": ""XAUUSD"", ""signal"": null, ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,2024-10-24 10:11:37,
399,Forex Signal Factory (free),"Buy high? no problemm brooo, Now our buy trade running in profit 20pips+🤣🎊

close half profit & set breakeven now",2024-10-24 10:12:35,0,,,,Expecting value: line 1 column 1 (char 0)
400,Forex Signal Factory (free),,2024-10-24 10:12:38,0,,,,Expecting value: line 1 column 1 (char 0)
401,Forex Signal Factory (free),,2024-10-24 10:12:48,0,,,,Expecting value: line 1 column 1 (char 0)
402,Forex Signal Factory (free),"Buy high? no problemm brooo, Now our buy trade running in profit 20pips+🤣🎊

close half profit & set breakeven now",2024-10-24 10:12:51,0,,,,Expecting value: line 1 column 1 (char 0)
403,Forex Signal Factory (free),"Really nice setup! Our  buy trade already hit tp1 & running almost 50pips+😝🔥

close half profit & set breakeven now",2024-10-24 10:13:35,0,,,2024-10-24 10:13:38,Expecting value: line 1 column 1 (char 0)
404,Forex Signal Factory (free),,2024-10-24 10:13:38,0,,,2024-10-24 10:13:40,Expecting value: line 1 column 1 (char 0)
405,Forex Signal Factory (free),"Really nice setup! Our  buy trade already hit tp1 & running almost 50pips+😝🔥

close half profit & set breakeven now",2024-10-24 10:13:48,0,,,2024-10-24 10:13:52,Expecting value: line 1 column 1 (char 0)
406,Forex Signal Factory (free),,2024-10-24 10:13:52,0,,,,Expecting value: line 1 column 1 (char 0)
407,Forex US,"Today is My Birthday
I will not be able to watch market
Wish you a good day if we see any good opportunity we will share with you
@robrosforexadmin",2024-10-24 10:17:35,0,,,2024-10-24 10:17:38,Expecting value: line 1 column 1 (char 0)
408,Forex US,"Today is My Birthday
I will not be able to watch market
Wish you a good day if we see any good opportunity we will share with you
@robrosforexadmin",2024-10-24 10:17:48,0,,,,Expecting value: line 1 column 1 (char 0)
409,Forex Signal Factory (free),"GOLD BUY NOW @2730-2727

SL 2724

TP 2732.54
TP 2737.95

Layering slowly use proper lot size",2024-10-24 10:21:33,1,"{""symbol"": ""XAUUSD"", ""signal"": ""buy"", ""price"": [2730, 2727], ""stopLoss"": 2724, ""takeProfit"": [2732.54, 2737.95]}",,2024-10-24 10:21:36,
410,Forex Signal Factory (free),"GOLD BUY NOW @2730-2727

SL 2724

TP 2732.54
TP 2737.95

Layering slowly use proper lot size",2024-10-24 10:21:49,1,"{""symbol"": ""XAUUSD"", ""signal"": ""buy"", ""price"": [2730, 2727], ""stopLoss"": 2724, ""takeProfit"": [2732.54, 2737.95]}",,2024-10-24 10:21:52,
411,ICT IS SMC TRADING STRATEGY,gold tp hit +363,2024-10-24 10:24:37,1,"{""symbol"": ""XAUUSD"", ""signal"": null, ""price"": null, ""stopLoss"": null, ""takeProfit"": [363]}",,2024-10-24 10:24:40,
412,ICT IS SMC TRADING STRATEGY,gold tp hit +363,2024-10-24 10:24:49,1,"{""symbol"": ""XAUUSD"", ""signal"": ""tp hit"", ""price"": ""+363"", ""stopLoss"": null, ""takeProfit"": null}",,2024-10-24 10:24:51,
413,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 10:33:49,0,,,,Expecting value: line 1 column 1 (char 0)
414,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 10:33:53,0,,,,Expecting value: line 1 column 1 (char 0)
415,VANTAGE FOREX SIGNALS OFFICIAL,"Wuhoo! Super sharp entry +40PIPS & HIT TP1 ✅

Enjoy guys! Don’t forget to close half profit and set breakeven now !!",2024-10-24 10:33:55,0,,,2024-10-24 10:33:58,Expecting value: line 1 column 1 (char 0)
416,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 10:34:37,0,,,,Expecting value: line 1 column 1 (char 0)
417,VANTAGE FOREX SIGNALS OFFICIAL,"Wuhoo! Super sharp entry +40PIPS & HIT TP1 ✅

Enjoy guys! Don’t forget to close half profit and set breakeven now !!",2024-10-24 10:34:39,0,,,,Expecting value: line 1 column 1 (char 0)
418,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 10:34:42,0,,,2024-10-24 10:34:46,Expecting value: line 1 column 1 (char 0)
419,Forex Signal Factory (free),,2024-10-24 10:36:37,0,,,,Expecting value: line 1 column 1 (char 0)
420,Forex Signal Factory (free),"Wuhoo! Super sharp entry +40PIPS & HIT TP1 ✅

Enjoy guys! Don’t forget to close half profit and set breakeven now !!",2024-10-24 10:36:39,0,,,,Expecting value: line 1 column 1 (char 0)
421,Forex Signal Factory (free),,2024-10-24 10:36:49,0,,,2024-10-24 10:36:52,Expecting value: line 1 column 1 (char 0)
422,Forex Signal Factory (free),"Wuhoo! Super sharp entry +40PIPS & HIT TP1 ✅

Enjoy guys! Don’t forget to close half profit and set breakeven now !!",2024-10-24 10:36:52,0,,,2024-10-24 10:36:55,Expecting value: line 1 column 1 (char 0)
423,Smart Money Trader,#US 30 Next Move ....🫵,2024-10-24 10:38:35,0,,,2024-10-24 10:38:38,Expecting value: line 1 column 1 (char 0)
424,Smart Money Trader,#US 30 Next Move ....🫵,2024-10-24 10:38:49,0,,,2024-10-24 10:38:52,Expecting value: line 1 column 1 (char 0)
425,Market Makers FX📈,GOLD SELL,2024-10-24 10:41:01,0,,,,Expecting value: line 1 column 1 (char 0)
426,Market Makers FX📈,Testing first sell zone,2024-10-24 10:41:28,0,,,2024-10-24 10:41:30,Expecting value: line 1 column 1 (char 0)
427,Market Makers FX📈,GOLD SELL,2024-10-24 10:41:39,0,,,2024-10-24 10:41:42,Expecting value: line 1 column 1 (char 0)
428,Market Makers FX📈,Testing first sell zone,2024-10-24 10:41:42,0,,,2024-10-24 10:41:45,Expecting value: line 1 column 1 (char 0)
429,VANTAGE FOREX SIGNALS OFFICIAL,Scalping gold sell now,2024-10-24 10:41:45,0,,,2024-10-24 10:41:48,Expecting value: line 1 column 1 (char 0)
430,VANTAGE FOREX SIGNALS OFFICIAL,"Remember to share
#FEEDBACK team keep motivating. #Screenshot  those Blue blizzards we going for more TP's

MORE FEEDBACK MORE SIGNALS",2024-10-24 10:41:48,0,,,2024-10-24 10:41:50,Expecting value: line 1 column 1 (char 0)
431,VANTAGE FOREX SIGNALS OFFICIAL,Scalping gold sell now,2024-10-24 10:41:49,0,,,2024-10-24 10:41:51,Expecting value: line 1 column 1 (char 0)
432,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 10:41:50,0,,,,Expecting value: line 1 column 1 (char 0)
433,VANTAGE FOREX SIGNALS OFFICIAL,"Remember to share
#FEEDBACK team keep motivating. #Screenshot  those Blue blizzards we going for more TP's

MORE FEEDBACK MORE SIGNALS",2024-10-24 10:41:51,0,,,2024-10-24 10:41:54,Expecting value: line 1 column 1 (char 0)
434,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 10:41:54,0,,,,Expecting value: line 1 column 1 (char 0)
435,Market Makers FX📈,"SMALL LOTS | SCALP TRADE

Adhere to risk management when layering 
👇

GOLD @ 2735-2738
❌SL: 2741
✅TP1: 2732
✅TP2: 2725
✅TP2: 2715

Total R:R = 1:3

Learn More About Market Makers

Notice ‼️
Stick to 5%-10% risk per setup, dividing total position for partial profits per take profit. 
Not financial advice, market perspective.",2024-10-24 10:41:57,1,"{""symbol"": ""XAUUSD"", ""signal"": null, ""price"": [2735, 2738], ""stopLoss"": 2741, ""takeProfit"": [2732, 2725, 2715]}",,2024-10-24 10:42:00,
436,Market Makers FX📈,"SMALL LOTS | SCALP TRADE

Adhere to risk management when layering 
👇

GOLD @ 2735-2738
❌SL: 2741
✅TP1: 2732
✅TP2: 2725
✅TP2: 2715

Total R:R = 1:3

Learn More About Market Makers

Notice ‼️
Stick to 5%-10% risk per setup, dividing total position for partial profits per take profit. 
Not financial advice, market perspective.",2024-10-24 10:42:39,1,"{""symbol"": ""XAUUSD"", ""signal"": ""SCALP TRADE"", ""price"": [2735, 2738], ""stopLoss"": 2741, ""takeProfit"": [2732, 2725, 2715]}",,2024-10-24 10:42:42,
437,🎯🎯🎯XAUUSD SIGNAL 🎯🎯🎯,Tp hit ++280 pips 💪💪💪 💯💯,2024-10-24 10:42:42,1,"{""symbol"": null, ""signal"": null, ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,,
438,🎯🎯🎯XAUUSD SIGNAL 🎯🎯🎯,Tp hit ++280 pips 💪💪💪 💯💯,2024-10-24 10:42:49,1,"{""symbol"": ""GOLD"", ""signal"": ""BUY"", ""price"": null, ""stopLoss"": null, ""takeProfit"": 280}",,2024-10-24 10:42:52,
439,VANTAGE FOREX SIGNALS OFFICIAL,"Gold sell @ 2736 - 2739

sl 2742

tp 2735
tp 2733
tp 2726",2024-10-24 10:43:40,1,"{""symbol"": ""XAUUSD"", ""signal"": ""SELL"", ""price"": [2736, 2739], ""stopLoss"": 2742, ""takeProfit"": [2735, 2733, 2726]}",,2024-10-24 10:43:43,
440,VANTAGE FOREX SIGNALS OFFICIAL,"Gold sell @ 2736 - 2739

sl 2742

tp 2735
tp 2733
tp 2726",2024-10-24 10:43:41,1,"{""symbol"": ""XAUUSD"", ""signal"": ""SELL"", ""price"": [2736, 2739], ""stopLoss"": 2742, ""takeProfit"": [2735, 2733, 2726]}",,2024-10-24 10:43:45,
441,Meta Trader 4 Signals (Free),,2024-10-24 10:45:49,0,,,,Expecting value: line 1 column 1 (char 0)
442,Meta Trader 4 Signals (Free),"XauUsd Sell Now @ 2734.5-2737.5

Sl: 2740

Tp: 2728",2024-10-24 10:45:51,1,"{""symbol"": ""XAUUSD"", ""signal"": ""SELL"", ""price"": [2734.5, 2737.5], ""stopLoss"": 2740, ""takeProfit"": 2728}",,,
443,Meta Trader 4 Signals (Free),"XauUsd Sell Now @ 2734.5-2737.5

Sl: 2740

Tp: 2728",2024-10-24 10:46:39,1,"{""symbol"": ""XAUUSD"", ""signal"": ""SELL"", ""price"": [2734.5, 2737.5], ""stopLoss"": 2740, ""takeProfit"": 2728}",,,
444,Meta Trader 4 Signals (Free),,2024-10-24 10:46:42,0,,,2024-10-24 10:46:46,Expecting value: line 1 column 1 (char 0)
445,XAU-USD MASTERS FX,,2024-10-24 10:51:49,0,,,2024-10-24 10:51:54,Expecting value: line 1 column 1 (char 0)
446,XAU-USD MASTERS FX,,2024-10-24 10:51:49,0,,,2024-10-24 10:51:54,Expecting value: line 1 column 1 (char 0)
447,XAU-USD MASTERS FX,GOLD SELL NOW ✔️,2024-10-24 10:52:11,0,,,,Expecting value: line 1 column 1 (char 0)
448,Forex Signal Factory (free),,2024-10-24 10:52:13,0,,,2024-10-24 10:52:18,Expecting value: line 1 column 1 (char 0)
449,Forex Signal Factory (free),"GOLD SELL @ 2736

SECOND SELL LIMIT @ 2742

SL @ 2748
TP @ 2726

FOLLOW MONEY MANAGEMENT",2024-10-24 10:52:39,1,"{""symbol"": ""XAUUSD"", ""signal"": ""SELL"", ""price"": [2736, 2742], ""stopLoss"": 2748, ""takeProfit"": 2726}",,2024-10-24 10:52:42,
450,Forex Signal Factory (free),,2024-10-24 10:52:42,0,,,2024-10-24 10:52:46,Expecting value: line 1 column 1 (char 0)
451,XAU-USD MASTERS FX,GOLD SELL NOW ✔️,2024-10-24 10:52:46,0,,,,Expecting value: line 1 column 1 (char 0)
452,Forex Signal Factory (free),"GOLD SELL @ 2736

SECOND SELL LIMIT @ 2742

SL @ 2748
TP @ 2726

FOLLOW MONEY MANAGEMENT",2024-10-24 10:52:49,1,"{""symbol"": ""XAUUSD"", ""signal"": ""SELL"", ""price"": [2736, 2742], ""stopLoss"": 2748, ""takeProfit"": 2726}",,,
453,XAU-USD MASTERS FX,"🔽GOLD SELL NOW @2736-2739

🟩TP 1 :2732
🟩TP 2 :2728
🟩TP 3 :2724
🟩TP 4 :OPEN 


🟥SL : 2743
USE SMALL Lot",2024-10-24 10:54:39,1,"{""symbol"": ""XAUUSD"", ""signal"": ""SELL"", ""price"": [2736, 2739], ""stopLoss"": ""2743"", ""takeProfit"": [""1 :2728"", ""2 :2724"", ""tp 3 :open""]}",,2024-10-24 10:54:42,
454,XAU-USD MASTERS FX,"🔽GOLD SELL NOW @2736-2739

🟩TP 1 :2732
🟩TP 2 :2728
🟩TP 3 :2724
🟩TP 4 :OPEN 


🟥SL : 2743
USE SMALL Lot",2024-10-24 10:54:49,1,"{""symbol"": ""XAUUSD"", ""signal"": ""SELL"", ""price"": [2736, 2739], ""stopLoss"": 2743, ""takeProfit"": [2728, 2724]}",,2024-10-24 10:54:52,
455,ICT OFFICIAL ACADEMY,"https://www.tradingview.com/x/iwta9cq5/
180+pips close",2024-10-24 10:55:51,1,"{""symbol"": ""XAUUSDT"", ""signal"": null, ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,,
456,Market Makers FX📈,"💵RUNNING PROFITS💵

Time to set breakeven and secure some profits💥

Lock it up👑",2024-10-24 10:56:39,0,,,2024-10-24 10:56:42,Expecting value: line 1 column 1 (char 0)
457,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 10:56:42,0,,,2024-10-24 10:56:46,Expecting value: line 1 column 1 (char 0)
458,VANTAGE FOREX SIGNALS OFFICIAL,"20 pips in the blinks of an eye, Please make sure to set breakeven to some entry and close the rest ✅",2024-10-24 10:56:46,0,,,,Expecting value: line 1 column 1 (char 0)
459,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 10:56:49,0,,,,Expecting value: line 1 column 1 (char 0)
460,Market Makers FX📈,"💵RUNNING PROFITS💵

Time to set breakeven and secure some profits💥

Lock it up👑",2024-10-24 10:56:51,0,,,2024-10-24 10:56:54,Expecting value: line 1 column 1 (char 0)
461,VANTAGE FOREX SIGNALS OFFICIAL,"20 pips in the blinks of an eye, Please make sure to set breakeven to some entry and close the rest ✅",2024-10-24 10:56:54,0,,,,Expecting value: line 1 column 1 (char 0)
462,Market Makers FX📈,"GOLD - 20pips✅

Make sure to set breakeven and take partials.

This is only 1st level",2024-10-24 10:57:39,1,"{""symbol"": ""XAUUSD"", ""signal"": ""SELL"", ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,2024-10-24 10:57:42,
463,Market Makers FX📈,"GOLD - 20pips✅

Make sure to set breakeven and take partials.

This is only 1st level",2024-10-24 10:57:49,1,"{""symbol"": ""XAUUSD"", ""signal"": null, ""price"": ""- 20pips"", ""stopLoss"": null, ""takeProfit"": null}",,,
464,Market Makers FX📈,If we get good momentum we can ride it out,2024-10-24 10:58:32,0,,,2024-10-24 10:58:34,Expecting value: line 1 column 1 (char 0)
465,Market Makers FX📈,If we get good momentum we can ride it out,2024-10-24 10:58:39,0,,,,Expecting value: line 1 column 1 (char 0)
466,Market Makers FX📈,The next 15m will play an important role,2024-10-24 10:58:48,0,,,,Expecting value: line 1 column 1 (char 0)
467,Market Makers FX📈,The next 15m will play an important role,2024-10-24 10:58:49,0,,,2024-10-24 10:58:51,Expecting value: line 1 column 1 (char 0)
468,Smart Money Trader,"#USDCAD Next Move ...✍️
      RR 5.2",2024-10-24 11:01:13,0,,,2024-10-24 11:01:16,Expecting value: line 1 column 1 (char 0)
469,Smart Money Trader,"#USDCAD Next Move ...✍️
      RR 5.2",2024-10-24 11:01:49,0,,,,Expecting value: line 1 column 1 (char 0)
470,Forex Signal Factory (free),"GBPUSD BUY   @ 1.29470 @ 1.29300


TAKE PROFIT 

STOP LOSS 

USE RISK MANAGEMENT",2024-10-24 11:04:25,1,"{""symbol"": ""GBPUSD"", ""signal"": ""buy"", ""price"": [1.2947, 1.293], ""stopLoss"": null, ""takeProfit"": null}",,2024-10-24 11:04:29,
471,Forex Signal Factory (free),"GBPUSD BUY   @ 1.29470 @ 1.29300


TAKE PROFIT 

STOP LOSS 

USE RISK MANAGEMENT",2024-10-24 11:04:49,1,"{""symbol"": ""GBPUSD"", ""signal"": ""BUY"", ""price"": [1.2947, 1.293], ""stopLoss"": null, ""takeProfit"": null}",,2024-10-24 11:04:52,
472,𝗕𝗧𝗖𝗨𝗦𝗗 𝗙𝗥𝗘𝗘 𝗙𝗢𝗥𝗘𝗫 𝗦𝗜𝗚𝗡𝗔𝗟𝗦 📈📉,"GOLD SELL NOW‼️

2736-2739

SL : 2742
TP : 2727",2024-10-24 11:06:36,1,"{""symbol"": ""XAUUSD"", ""signal"": ""SELL"", ""price"": [2736, 2739], ""stopLoss"": 2742, ""takeProfit"": 2727}",,2024-10-24 11:06:40,
473,𝗕𝗧𝗖𝗨𝗦𝗗 𝗙𝗥𝗘𝗘 𝗙𝗢𝗥𝗘𝗫 𝗦𝗜𝗚𝗡𝗔𝗟𝗦 📈📉,"GOLD SELL NOW‼️

2736-2739

SL : 2742
TP : 2727",2024-10-24 11:06:39,1,"{""symbol"": ""XAUUSD"", ""signal"": ""sell"", ""price"": [2736, 2739], ""stopLoss"": 2742, ""takeProfit"": 2727}",,,
474,ICT OFFICIAL ACADEMY,"https://www.tradingview.com/x/iwta9cq5/
180+pips close",2024-10-24 11:08:36,1,"{""symbol"": ""GOLD"", ""signal"": ""SELL"", ""price"": null, ""stopLoss"": ""100"", ""takeProfit"": null}",,2024-10-24 11:08:39,
475,Meta Trader 4 Signals (Free),,2024-10-24 11:10:12,0,,,2024-10-24 11:10:15,Expecting value: line 1 column 1 (char 0)
476,Meta Trader 4 Signals (Free),"our Gold setup is also running 25 pips in profit. 💯

close half your position and set the remaining to breakeven.",2024-10-24 11:10:12,0,,,,Expecting value: line 1 column 1 (char 0)
